"MouseID","Diet","Treatment","Measure","Value","Units","MeasureLabel"
"CDD02.Tc.LFLF.3","LFLF","Tc","KC-GRO",292.723103,"pg/mL","KC-GRO (pg/mL)"
"CDD02.Tc.LFLF.3","LFLF","Tc","IL-10",19.73086638,"pg/mL","IL-10 (pg/mL)"
"CDD02.Tc.LFLF.3","LFLF","Tc","IL-12p70",0.501009457,"pg/mL","IL-12p70 (pg/mL)"
"CDD02.Tc.LFLF.3","LFLF","Tc","TNF-a",22.40823492,"pg/mL","TNF-a (pg/mL)"
"CDD02.Tc.HFHF.5","HFHF","Tc","BUN",48.43797931,"mg/dL","BUN (mg/dL)"
"CDD02.Tc.HFHF.5","HFHF","Tc","sCD14",18457.41724,"pg/mL","sCD14 (pg/mL)"
"CDD02.Tc.HFHF.5","HFHF","Tc","IFN-y",0.875674157,"pg/mL","IFN-y (pg/mL)"
"CDD02.Tc.HFHF.5","HFHF","Tc","IL-1B",3.180340897,"pg/mL","IL-1B (pg/mL)"
"CDD02.Tc.HFHF.5","HFHF","Tc","IL-2",1.419770508,"pg/mL","IL-2 (pg/mL)"
"CDD02.Tc.HFHF.5","HFHF","Tc","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD02.Tc.HFHF.5","HFHF","Tc","IL-5",2.431826204,"pg/mL","IL-5 (pg/mL)"
"CDD02.Tc.HFHF.5","HFHF","Tc","IL-6",7.578931552,"pg/mL","IL-6 (pg/mL)"
"CDD02.Tc.HFHF.5","HFHF","Tc","KC-GRO",64.06330624,"pg/mL","KC-GRO (pg/mL)"
"CDD02.Tc.HFHF.5","HFHF","Tc","IL-10",11.34039926,"pg/mL","IL-10 (pg/mL)"
"CDD02.Tc.HFHF.5","HFHF","Tc","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD02.Tc.HFHF.5","HFHF","Tc","TNF-a",13.81793101,"pg/mL","TNF-a (pg/mL)"
"CDD02.Tc.HFHF.4","HFHF","Tc","BUN",43.6115,"mg/dL","BUN (mg/dL)"
"CDD02.Tc.HFHF.4","HFHF","Tc","sCD14",9058.114286,"pg/mL","sCD14 (pg/mL)"
"CDD02.Tc.HFHF.4","HFHF","Tc","IFN-y",0.502245045,"pg/mL","IFN-y (pg/mL)"
"CDD02.Tc.HFHF.4","HFHF","Tc","IL-1B",1.585272762,"pg/mL","IL-1B (pg/mL)"
"CDD02.Tc.HFHF.4","HFHF","Tc","IL-2",0.46448449,"pg/mL","IL-2 (pg/mL)"
"CDD02.Tc.HFHF.4","HFHF","Tc","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD02.Tc.HFHF.4","HFHF","Tc","IL-5",1.512013246,"pg/mL","IL-5 (pg/mL)"
"CDD02.Tc.HFHF.4","HFHF","Tc","IL-6",21.23796552,"pg/mL","IL-6 (pg/mL)"
"CDD02.Tc.HFHF.4","HFHF","Tc","KC-GRO",61.10217768,"pg/mL","KC-GRO (pg/mL)"
"CDD02.Tc.HFHF.4","HFHF","Tc","IL-10",11.51471261,"pg/mL","IL-10 (pg/mL)"
"CDD02.Tc.HFHF.4","HFHF","Tc","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD02.Tc.HFHF.4","HFHF","Tc","TNF-a",12.0320079,"pg/mL","TNF-a (pg/mL)"
"CDD02.CR.LFHF.5","LFHF","CR","BUN",45.14513636,"mg/dL","BUN (mg/dL)"
"CDD02.CR.LFHF.5","LFHF","CR","sCD14",20710.88182,"pg/mL","sCD14 (pg/mL)"
"CDD02.CR.LFHF.5","LFHF","CR","IFN-y",0.932980951,"pg/mL","IFN-y (pg/mL)"
"CDD02.CR.LFHF.5","LFHF","CR","IL-1B",2.784114455,"pg/mL","IL-1B (pg/mL)"
"CDD02.CR.LFHF.5","LFHF","CR","IL-2",2.454074675,"pg/mL","IL-2 (pg/mL)"
"CDD02.CR.LFHF.5","LFHF","CR","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD02.CR.LFHF.5","LFHF","CR","IL-5",5.475368404,"pg/mL","IL-5 (pg/mL)"
"CDD02.CR.LFHF.5","LFHF","CR","IL-6",29.630548,"pg/mL","IL-6 (pg/mL)"
"CDD02.CR.LFHF.5","LFHF","CR","KC-GRO",60.57232624,"pg/mL","KC-GRO (pg/mL)"
"CDD02.CR.LFHF.5","LFHF","CR","IL-10",16.51690593,"pg/mL","IL-10 (pg/mL)"
"CDD02.CR.LFHF.5","LFHF","CR","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD02.CR.LFHF.5","LFHF","CR","TNF-a",20.6829846,"pg/mL","TNF-a (pg/mL)"
"CDD02.CR.HFHF.3","HFHF","CR","BUN",46.41083333,"mg/dL","BUN (mg/dL)"
"CDD02.CR.HFHF.3","HFHF","CR","sCD14",22185.37955,"pg/mL","sCD14 (pg/mL)"
"CDD02.CR.HFHF.3","HFHF","CR","IFN-y",1.165627092,"pg/mL","IFN-y (pg/mL)"
"CDD02.CR.HFHF.3","HFHF","CR","IL-1B",2.122876909,"pg/mL","IL-1B (pg/mL)"
"CDD02.CR.HFHF.3","HFHF","CR","IL-2",0.41601952,"pg/mL","IL-2 (pg/mL)"
"CDD02.CR.HFHF.3","HFHF","CR","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD02.CR.HFHF.3","HFHF","CR","IL-5",5.856906486,"pg/mL","IL-5 (pg/mL)"
"CDD02.CR.HFHF.3","HFHF","CR","IL-6",33.8021603,"pg/mL","IL-6 (pg/mL)"
"CDD02.CR.HFHF.3","HFHF","CR","KC-GRO",33.61399445,"pg/mL","KC-GRO (pg/mL)"
"CDD02.CR.HFHF.3","HFHF","CR","IL-10",16.29227975,"pg/mL","IL-10 (pg/mL)"
"CDD02.CR.HFHF.3","HFHF","CR","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD02.CR.HFHF.3","HFHF","CR","TNF-a",17.36751294,"pg/mL","TNF-a (pg/mL)"
"CDD02.CR.LFHF.1","LFHF","CR","BUN",49.85645455,"mg/dL","BUN (mg/dL)"
"CDD02.CR.LFHF.1","LFHF","CR","sCD14",19504.35341,"pg/mL","sCD14 (pg/mL)"
"CDD02.CR.LFHF.1","LFHF","CR","IFN-y",0.488582529,"pg/mL","IFN-y (pg/mL)"
"CDD02.CR.LFHF.1","LFHF","CR","IL-1B",0.889575591,"pg/mL","IL-1B (pg/mL)"
"CDD02.CR.LFHF.1","LFHF","CR","IL-2",0.40268831,"pg/mL","IL-2 (pg/mL)"
"CDD02.CR.LFHF.1","LFHF","CR","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD02.CR.LFHF.1","LFHF","CR","IL-5",3.977574606,"pg/mL","IL-5 (pg/mL)"
"CDD02.CR.LFHF.1","LFHF","CR","IL-6",0.421155568,"pg/mL","IL-6 (pg/mL)"
"CDD02.CR.LFHF.1","LFHF","CR","KC-GRO",46.09746755,"pg/mL","KC-GRO (pg/mL)"
"CDD02.CR.LFHF.1","LFHF","CR","IL-10",8.962565269,"pg/mL","IL-10 (pg/mL)"
"CDD02.CR.LFHF.1","LFHF","CR","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD02.CR.LFHF.1","LFHF","CR","TNF-a",9.369318099,"pg/mL","TNF-a (pg/mL)"
"CDD02.Tc.LFHF.5","LFHF","Tc","BUN",49.6905,"mg/dL","BUN (mg/dL)"
"CDD02.Tc.LFHF.5","LFHF","Tc","sCD14",18800.5815,"pg/mL","sCD14 (pg/mL)"
"CDD02.Tc.LFHF.5","LFHF","Tc","IFN-y",0.612189655,"pg/mL","IFN-y (pg/mL)"
"CDD02.Tc.LFHF.5","LFHF","Tc","IL-1B",0.99371142,"pg/mL","IL-1B (pg/mL)"
"CDD02.Tc.LFHF.5","LFHF","Tc","IL-2",0.783081565,"pg/mL","IL-2 (pg/mL)"
"CDD02.Tc.LFHF.5","LFHF","Tc","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD02.Tc.LFHF.5","LFHF","Tc","IL-5",2.57083327,"pg/mL","IL-5 (pg/mL)"
"CDD02.Tc.LFHF.5","LFHF","Tc","IL-6",6.50630148,"pg/mL","IL-6 (pg/mL)"
"CDD02.Tc.LFHF.5","LFHF","Tc","KC-GRO",50.87721013,"pg/mL","KC-GRO (pg/mL)"
"CDD02.Tc.LFHF.5","LFHF","Tc","IL-10",8.985585527,"pg/mL","IL-10 (pg/mL)"
"CDD02.Tc.LFHF.5","LFHF","Tc","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD02.Tc.LFHF.5","LFHF","Tc","TNF-a",11.88808869,"pg/mL","TNF-a (pg/mL)"
"CDD02.Tc.LFHF.2","LFHF","Tc","BUN",43.68077941,"mg/dL","BUN (mg/dL)"
"CDD02.Tc.LFHF.2","LFHF","Tc","sCD14",16718.89632,"pg/mL","sCD14 (pg/mL)"
"CDD02.Tc.LFHF.2","LFHF","Tc","IFN-y",0.660899698,"pg/mL","IFN-y (pg/mL)"
"CDD02.Tc.LFHF.2","LFHF","Tc","IL-1B",1.379000294,"pg/mL","IL-1B (pg/mL)"
"CDD02.Tc.LFHF.2","LFHF","Tc","IL-2",0.579931576,"pg/mL","IL-2 (pg/mL)"
"CDD02.Tc.LFHF.2","LFHF","Tc","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD02.Tc.LFHF.2","LFHF","Tc","IL-5",2.074204703,"pg/mL","IL-5 (pg/mL)"
"CDD02.Tc.LFHF.2","LFHF","Tc","IL-6",6.134935,"pg/mL","IL-6 (pg/mL)"
"CDD02.Tc.LFHF.2","LFHF","Tc","KC-GRO",60.78407077,"pg/mL","KC-GRO (pg/mL)"
"CDD02.Tc.LFHF.2","LFHF","Tc","IL-10",7.4727746,"pg/mL","IL-10 (pg/mL)"
"CDD02.Tc.LFHF.2","LFHF","Tc","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD02.Tc.LFHF.2","LFHF","Tc","TNF-a",11.17986535,"pg/mL","TNF-a (pg/mL)"
"CDD02.CR.LFHF.3","LFHF","CR","BUN",53.91552128,"mg/dL","BUN (mg/dL)"
"CDD02.CR.LFHF.3","LFHF","CR","sCD14",24612.50904,"pg/mL","sCD14 (pg/mL)"
"CDD02.CR.LFHF.3","LFHF","CR","IFN-y",1.41543135,"pg/mL","IFN-y (pg/mL)"
"CDD02.CR.LFHF.3","LFHF","CR","IL-1B",1.490530596,"pg/mL","IL-1B (pg/mL)"
"CDD02.CR.LFHF.3","LFHF","CR","IL-2",0.976379985,"pg/mL","IL-2 (pg/mL)"
"CDD02.CR.LFHF.3","LFHF","CR","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD02.CR.LFHF.3","LFHF","CR","IL-5",10.04303107,"pg/mL","IL-5 (pg/mL)"
"CDD02.CR.LFHF.3","LFHF","CR","IL-6",13.06692791,"pg/mL","IL-6 (pg/mL)"
"CDD02.CR.LFHF.3","LFHF","CR","KC-GRO",87.00915998,"pg/mL","KC-GRO (pg/mL)"
"CDD02.CR.LFHF.3","LFHF","CR","IL-10",12.23488414,"pg/mL","IL-10 (pg/mL)"
"CDD02.CR.LFHF.3","LFHF","CR","IL-12p70",0.181216187,"pg/mL","IL-12p70 (pg/mL)"
"CDD02.CR.LFHF.3","LFHF","CR","TNF-a",19.73872052,"pg/mL","TNF-a (pg/mL)"
"CDD02.Tc.LFHF.4","LFHF","Tc","BUN",46.07933929,"mg/dL","BUN (mg/dL)"
"CDD02.Tc.LFHF.4","LFHF","Tc","sCD14",14929.94196,"pg/mL","sCD14 (pg/mL)"
"CDD02.Tc.LFHF.4","LFHF","Tc","IFN-y",0.860503706,"pg/mL","IFN-y (pg/mL)"
"CDD02.Tc.LFHF.4","LFHF","Tc","IL-1B",1.896956679,"pg/mL","IL-1B (pg/mL)"
"CDD02.Tc.LFHF.4","LFHF","Tc","IL-2",1.254273649,"pg/mL","IL-2 (pg/mL)"
"CDD02.Tc.LFHF.4","LFHF","Tc","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD02.Tc.LFHF.4","LFHF","Tc","IL-5",4.734810091,"pg/mL","IL-5 (pg/mL)"
"CDD02.Tc.LFHF.4","LFHF","Tc","IL-6",0.87893475,"pg/mL","IL-6 (pg/mL)"
"CDD02.Tc.LFHF.4","LFHF","Tc","KC-GRO",72.41677378,"pg/mL","KC-GRO (pg/mL)"
"CDD02.Tc.LFHF.4","LFHF","Tc","IL-10",8.182125899,"pg/mL","IL-10 (pg/mL)"
"CDD02.Tc.LFHF.4","LFHF","Tc","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD02.Tc.LFHF.4","LFHF","Tc","TNF-a",12.95684379,"pg/mL","TNF-a (pg/mL)"
"CDD02.Tc.LFHF.3","LFHF","Tc","BUN",39.04697,"mg/dL","BUN (mg/dL)"
"CDD02.Tc.LFHF.3","LFHF","Tc","sCD14",25082.1645,"pg/mL","sCD14 (pg/mL)"
"CDD02.Tc.LFHF.3","LFHF","Tc","IFN-y",0.802136669,"pg/mL","IFN-y (pg/mL)"
"CDD02.Tc.LFHF.3","LFHF","Tc","IL-1B",0.96881236,"pg/mL","IL-1B (pg/mL)"
"CDD02.Tc.LFHF.3","LFHF","Tc","IL-2",0.998752434,"pg/mL","IL-2 (pg/mL)"
"CDD02.Tc.LFHF.3","LFHF","Tc","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD02.Tc.LFHF.3","LFHF","Tc","IL-5",2.667612221,"pg/mL","IL-5 (pg/mL)"
"CDD02.Tc.LFHF.3","LFHF","Tc","IL-6",7.82615098,"pg/mL","IL-6 (pg/mL)"
"CDD02.Tc.LFHF.3","LFHF","Tc","KC-GRO",51.10792932,"pg/mL","KC-GRO (pg/mL)"
"CDD02.Tc.LFHF.3","LFHF","Tc","IL-10",9.438578597,"pg/mL","IL-10 (pg/mL)"
"CDD02.Tc.LFHF.3","LFHF","Tc","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD02.Tc.LFHF.3","LFHF","Tc","TNF-a",12.72204937,"pg/mL","TNF-a (pg/mL)"
"CDD02.CR.LFHF.4","LFHF","CR","BUN",48.98921667,"mg/dL","BUN (mg/dL)"
"CDD02.CR.LFHF.4","LFHF","CR","sCD14",23592.915,"pg/mL","sCD14 (pg/mL)"
"CDD02.CR.LFHF.4","LFHF","CR","IFN-y",6.769528428,"pg/mL","IFN-y (pg/mL)"
"CDD02.CR.LFHF.4","LFHF","CR","IL-1B",2.862418033,"pg/mL","IL-1B (pg/mL)"
"CDD02.CR.LFHF.4","LFHF","CR","IL-2",0.679491138,"pg/mL","IL-2 (pg/mL)"
"CDD02.CR.LFHF.4","LFHF","CR","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD02.CR.LFHF.4","LFHF","CR","IL-5",8.123785631,"pg/mL","IL-5 (pg/mL)"
"CDD02.CR.LFHF.4","LFHF","CR","IL-6",10.8438358,"pg/mL","IL-6 (pg/mL)"
"CDD02.CR.LFHF.4","LFHF","CR","KC-GRO",51.93173384,"pg/mL","KC-GRO (pg/mL)"
"CDD02.CR.LFHF.4","LFHF","CR","IL-10",15.99222833,"pg/mL","IL-10 (pg/mL)"
"CDD02.CR.LFHF.4","LFHF","CR","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD02.CR.LFHF.4","LFHF","CR","TNF-a",15.30449248,"pg/mL","TNF-a (pg/mL)"
"CDD03.Tc.HFHF.4","HFHF","Tc","BUN",66.07302581,"mg/dL","BUN (mg/dL)"
"CDD03.Tc.HFHF.4","HFHF","Tc","sCD14",19121.69516,"pg/mL","sCD14 (pg/mL)"
"CDD03.Tc.HFHF.4","HFHF","Tc","IFN-y",1.135090599,"pg/mL","IFN-y (pg/mL)"
"CDD03.Tc.HFHF.4","HFHF","Tc","IL-1B",1.502429161,"pg/mL","IL-1B (pg/mL)"
"CDD03.Tc.HFHF.4","HFHF","Tc","IL-2",2.068915557,"pg/mL","IL-2 (pg/mL)"
"CDD03.Tc.HFHF.4","HFHF","Tc","IL-4",0.362793633,"pg/mL","IL-4 (pg/mL)"
"CDD03.Tc.HFHF.4","HFHF","Tc","IL-5",5.722591824,"pg/mL","IL-5 (pg/mL)"
"CDD03.Tc.HFHF.4","HFHF","Tc","IL-6",34.44791774,"pg/mL","IL-6 (pg/mL)"
"CDD03.Tc.HFHF.4","HFHF","Tc","KC-GRO",56.48035715,"pg/mL","KC-GRO (pg/mL)"
"CDD03.Tc.HFHF.4","HFHF","Tc","IL-10",16.57154379,"pg/mL","IL-10 (pg/mL)"
"CDD03.Tc.HFHF.4","HFHF","Tc","IL-12p70",1.027110014,"pg/mL","IL-12p70 (pg/mL)"
"CDD03.Tc.HFHF.4","HFHF","Tc","TNF-a",14.99633643,"pg/mL","TNF-a (pg/mL)"
"CDD03.Tc.LFHF.5","LFHF","Tc","BUN",60.33403636,"mg/dL","BUN (mg/dL)"
"CDD03.Tc.LFHF.5","LFHF","Tc","sCD14",18147.10227,"pg/mL","sCD14 (pg/mL)"
"CDD03.Tc.LFHF.5","LFHF","Tc","IFN-y",0.963789709,"pg/mL","IFN-y (pg/mL)"
"CDD03.Tc.LFHF.5","LFHF","Tc","IL-1B",0.576005364,"pg/mL","IL-1B (pg/mL)"
"CDD03.Tc.LFHF.5","LFHF","Tc","IL-2",0.813446948,"pg/mL","IL-2 (pg/mL)"
"CDD03.Tc.LFHF.5","LFHF","Tc","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD03.Tc.LFHF.5","LFHF","Tc","IL-5",3.342014441,"pg/mL","IL-5 (pg/mL)"
"CDD03.Tc.LFHF.5","LFHF","Tc","IL-6",7.393524409,"pg/mL","IL-6 (pg/mL)"
"CDD03.Tc.LFHF.5","LFHF","Tc","KC-GRO",47.73363228,"pg/mL","KC-GRO (pg/mL)"
"CDD03.Tc.LFHF.5","LFHF","Tc","IL-10",8.159239051,"pg/mL","IL-10 (pg/mL)"
"CDD03.Tc.LFHF.5","LFHF","Tc","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD03.Tc.LFHF.5","LFHF","Tc","TNF-a",10.173354,"pg/mL","TNF-a (pg/mL)"
"CDD03.Tc.LFHF.3","LFHF","Tc","BUN",71.16329211,"mg/dL","BUN (mg/dL)"
"CDD03.Tc.LFHF.3","LFHF","Tc","sCD14",10477.24737,"pg/mL","sCD14 (pg/mL)"
"CDD03.Tc.LFHF.3","LFHF","Tc","IFN-y",0.404266638,"pg/mL","IFN-y (pg/mL)"
"CDD03.Tc.LFHF.3","LFHF","Tc","IL-1B",2.157658526,"pg/mL","IL-1B (pg/mL)"
"CDD03.Tc.LFHF.3","LFHF","Tc","IL-2",0.967602053,"pg/mL","IL-2 (pg/mL)"
"CDD03.Tc.LFHF.3","LFHF","Tc","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD03.Tc.LFHF.3","LFHF","Tc","IL-5",2.076688631,"pg/mL","IL-5 (pg/mL)"
"CDD03.Tc.LFHF.3","LFHF","Tc","IL-6",16.83133732,"pg/mL","IL-6 (pg/mL)"
"CDD03.Tc.LFHF.3","LFHF","Tc","KC-GRO",49.8976584,"pg/mL","KC-GRO (pg/mL)"
"CDD03.Tc.LFHF.3","LFHF","Tc","IL-10",8.198487322,"pg/mL","IL-10 (pg/mL)"
"CDD03.Tc.LFHF.3","LFHF","Tc","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD03.Tc.LFHF.3","LFHF","Tc","TNF-a",10.75660733,"pg/mL","TNF-a (pg/mL)"
"CDD03.CR.LFHF.1","LFHF","CR","BUN",42.93005625,"mg/dL","BUN (mg/dL)"
"CDD03.CR.LFHF.1","LFHF","CR","sCD14",13639.73125,"pg/mL","sCD14 (pg/mL)"
"CDD03.CR.LFHF.1","LFHF","CR","IFN-y",0.666778305,"pg/mL","IFN-y (pg/mL)"
"CDD03.CR.LFHF.1","LFHF","CR","IL-1B",0.879158917,"pg/mL","IL-1B (pg/mL)"
"CDD03.CR.LFHF.1","LFHF","CR","IL-2",0.516746257,"pg/mL","IL-2 (pg/mL)"
"CDD03.CR.LFHF.1","LFHF","CR","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD03.CR.LFHF.1","LFHF","CR","IL-5",2.417708135,"pg/mL","IL-5 (pg/mL)"
"CDD03.CR.LFHF.1","LFHF","CR","IL-6",8.223546,"pg/mL","IL-6 (pg/mL)"
"CDD03.CR.LFHF.1","LFHF","CR","KC-GRO",63.27853923,"pg/mL","KC-GRO (pg/mL)"
"CDD03.CR.LFHF.1","LFHF","CR","IL-10",11.84487849,"pg/mL","IL-10 (pg/mL)"
"CDD03.CR.LFHF.1","LFHF","CR","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD03.CR.LFHF.1","LFHF","CR","TNF-a",13.60178963,"pg/mL","TNF-a (pg/mL)"
"CDD03.CR.HFHF.4","HFHF","CR","BUN",41.4014,"mg/dL","BUN (mg/dL)"
"CDD03.CR.HFHF.4","HFHF","CR","sCD14",30965.625,"pg/mL","sCD14 (pg/mL)"
"CDD03.CR.HFHF.4","HFHF","CR","IFN-y",0.251122523,"pg/mL","IFN-y (pg/mL)"
"CDD03.CR.HFHF.4","HFHF","CR","IL-1B",2.067264405,"pg/mL","IL-1B (pg/mL)"
"CDD03.CR.HFHF.4","HFHF","CR","IL-2",0.676413121,"pg/mL","IL-2 (pg/mL)"
"CDD03.CR.HFHF.4","HFHF","CR","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD03.CR.HFHF.4","HFHF","CR","IL-5",4.337384043,"pg/mL","IL-5 (pg/mL)"
"CDD03.CR.HFHF.4","HFHF","CR","IL-6",12.17415536,"pg/mL","IL-6 (pg/mL)"
"CDD03.CR.HFHF.4","HFHF","CR","KC-GRO",33.1712461,"pg/mL","KC-GRO (pg/mL)"
"CDD03.CR.HFHF.4","HFHF","CR","IL-10",17.83638161,"pg/mL","IL-10 (pg/mL)"
"CDD03.CR.HFHF.4","HFHF","CR","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD03.CR.HFHF.4","HFHF","CR","TNF-a",13.39249232,"pg/mL","TNF-a (pg/mL)"
"CDD03.Tc.HFLF.3","HFLF","Tc","BUN",51.51959302,"mg/dL","BUN (mg/dL)"
"CDD03.Tc.HFLF.3","HFLF","Tc","sCD14",10544.82733,"pg/mL","sCD14 (pg/mL)"
"CDD03.Tc.HFLF.3","HFLF","Tc","IFN-y",0.447232513,"pg/mL","IFN-y (pg/mL)"
"CDD03.Tc.HFLF.3","HFLF","Tc","IL-1B",1.563265651,"pg/mL","IL-1B (pg/mL)"
"CDD03.Tc.HFLF.3","HFLF","Tc","IL-2",0.551723559,"pg/mL","IL-2 (pg/mL)"
"CDD03.Tc.HFLF.3","HFLF","Tc","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD03.Tc.HFLF.3","HFLF","Tc","IL-5",3.996005326,"pg/mL","IL-5 (pg/mL)"
"CDD03.Tc.HFLF.3","HFLF","Tc","IL-6",31.3290693,"pg/mL","IL-6 (pg/mL)"
"CDD03.Tc.HFLF.3","HFLF","Tc","KC-GRO",55.7526817,"pg/mL","KC-GRO (pg/mL)"
"CDD03.Tc.HFLF.3","HFLF","Tc","IL-10",7.180643778,"pg/mL","IL-10 (pg/mL)"
"CDD03.Tc.HFLF.3","HFLF","Tc","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD03.Tc.HFLF.3","HFLF","Tc","TNF-a",8.41782105,"pg/mL","TNF-a (pg/mL)"
"CDD03.CR.HFHF.1","HFHF","CR","BUN",53.30613857,"mg/dL","BUN (mg/dL)"
"CDD03.CR.HFHF.1","HFHF","CR","sCD14",13839.80357,"pg/mL","sCD14 (pg/mL)"
"CDD03.CR.HFHF.1","HFHF","CR","IFN-y",0.04041692,"pg/mL","IFN-y (pg/mL)"
"CDD03.CR.HFHF.1","HFHF","CR","IL-1B",1.188978143,"pg/mL","IL-1B (pg/mL)"
"CDD03.CR.HFHF.1","HFHF","CR","IL-2",0.888321508,"pg/mL","IL-2 (pg/mL)"
"CDD03.CR.HFHF.1","HFHF","CR","IL-4",0.026325606,"pg/mL","IL-4 (pg/mL)"
"CDD03.CR.HFHF.1","HFHF","CR","IL-5",0.833306372,"pg/mL","IL-5 (pg/mL)"
"CDD03.CR.HFHF.1","HFHF","CR","IL-6",1.721409571,"pg/mL","IL-6 (pg/mL)"
"CDD03.CR.HFHF.1","HFHF","CR","KC-GRO",36.69086511,"pg/mL","KC-GRO (pg/mL)"
"CDD03.CR.HFHF.1","HFHF","CR","IL-10",4.727050359,"pg/mL","IL-10 (pg/mL)"
"CDD03.CR.HFHF.1","HFHF","CR","IL-12p70",0.007661293,"pg/mL","IL-12p70 (pg/mL)"
"CDD03.CR.HFHF.1","HFHF","CR","TNF-a",6.601336396,"pg/mL","TNF-a (pg/mL)"
"CDD03.Tc.LFLF.4","LFLF","Tc","BUN",60.334029,"mg/dL","BUN (mg/dL)"
"CDD03.Tc.LFLF.4","LFLF","Tc","sCD14",14199.9855,"pg/mL","sCD14 (pg/mL)"
"CDD03.Tc.LFLF.4","LFLF","Tc","IFN-y",0.815273613,"pg/mL","IFN-y (pg/mL)"
"CDD03.Tc.LFLF.4","LFLF","Tc","IL-1B",0.81372546,"pg/mL","IL-1B (pg/mL)"
"CDD03.Tc.LFLF.4","LFLF","Tc","IL-2",0.581590613,"pg/mL","IL-2 (pg/mL)"
